Company,Inches,ScreenResolution,Cpu_Company,Ram_in_GB,Memory,OpSys,Price,ScreenType,Gpu_Model,Cpu_Model,Memory_Type,Company_freq,Ram_in_GB_freq,Inches_freq,Memory_freq,Gpu_Company_orig,Gpu_Company_Amd,Gpu_Company_Arm,Gpu_Company_Intel,Gpu_Company_Nvidia,OpSys_freq,ScreenType_Full HD ,ScreenType_IPS Panel ,ScreenType_IPS Panel Full HD ,ScreenType_IPS Panel Quad HD,ScreenType_IPS Panel Retina Display ,ScreenType_IPS Panel Touchscreen ,ScreenType_QHD ,ScreenType_Quad HD,ScreenType_Regular,ScreenType_Touchscreen ,Gpu_Model_freq,ScreenResolution_freq
HP,12.5,1920x1080,Intel,4,500GB,Windows 10,81997.92,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,HDD,279,375,39,132,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
HP,14.0,1920x1080,Intel,4,256GB,Windows 10,84715.2,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,279,375,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
HP,14.0,1920x1080,Intel,8,256GB,Windows 10,100550.55,Full HD ,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,279,619,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
HP,13.3,1366x768,Intel,4,500GB,Windows 10,42624.0,Regular,HD Graphics 620,Core i3 7100U 2.4GHz,HDD,279,375,164,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Toshiba,13.3,1366x768,Intel,8,256GB,Windows 10,64468.8,Regular,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,48,619,164,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
HP,15.6,1366x768,Intel,4,256GB,Windows 10,41025.07,Regular,HD Graphics 620,Core i3 7100U 2.4GHz,SSD,279,375,677,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Lenovo,17.3,3840x2160,Intel,16,512GB,Windows 7,158135.04,IPS Panel ,Quadro 3000M,Core i7 6820HQ 2.7GHz,SSD,301,216,171,145,Nvidia,0,0,0,1,43,0,1,0,0,0,0,0,0,0,0,1,43
Toshiba,14.0,1920x1080,Intel,8,256GB,Windows 10,79387.2,IPS Panel Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,48,619,199,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,170,809
HP,14.0,1920x1080,Intel,8,256GB,Windows 10,118761.12,Full HD ,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,279,619,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
Dell,15.6,1920x1080,Intel,4,1TB,Windows 10,42410.35,IPS Panel Full HD ,HD Graphics 520,Core i3 6100U 2.3GHz,HDD,301,375,677,260,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,170,809
Toshiba,13.3,1920x1080,Intel,8,256GB,Windows 10,84715.2,Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,48,619,164,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
HP,13.3,1920x1080,Intel,8,256GB,Windows 10,61218.72,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,279,619,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
HP,14.0,1920x1080,Intel,8,256GB,Windows 10,63159.71,Full HD ,GeForce 930MX,Core i7 7500U 2.7GHz,SSD,279,619,199,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,20,809
Dell,15.6,1920x1080,Intel,8,500GB,Windows 10,55754.32,Full HD ,HD Graphics 520,Core i5 6300U 2.4GHz,HDD,301,619,677,132,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
HP,12.5,1366x768,Intel,4,256GB,Windows 10,83063.52,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,279,375,39,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
HP,14.0,1366x768,Intel,4,500GB,Windows 10,63349.92,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,HDD,279,375,199,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
HP,14.0,1366x768,Intel,4,500GB,Windows 10,56476.8,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,HDD,279,375,199,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Dell,13.3,3200x1800,Intel,8,256GB,Windows 10,86526.72,Quad HD,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,1,0,0,270,27
HP,17.3,1920x1080,Intel,8,256GB,Windows 10,57542.4,Full HD ,GeForce 930MX,Core i5 7200U 2.5GHz,SSD,279,619,171,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,20,809
HP,14.0,1366x768,Intel,4,256GB,Windows 10,51841.44,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,279,375,199,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Acer,15.6,1366x768,AMD,6,1TB,Windows 10,21791.52,Regular,Radeon R5,A9-Series 9420 3GHz,HDD,107,41,677,260,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,11,282
MSI,17.3,1920x1080,Intel,8,128GB,Windows 10,63499.1,Full HD ,GeForce GTX 1050,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,59,619,171,177,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,61,809
HP,14.0,1920x1080,Intel,8,256GB,Windows 7,63669.6,Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,279,619,199,508,Intel,0,0,1,0,43,1,0,0,0,0,0,0,0,0,0,170,809
HP,15.6,1920x1080,Intel,8,256GB,Windows 10,65480.59,Full HD ,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,279,619,677,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
HP,12.5,1920x1080,Intel,8,256GB,Windows 10,71874.72,Full HD ,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,279,619,39,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
HP,15.6,1366x768,Intel,4,500GB,Windows 10,39533.76,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,HDD,279,375,677,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Toshiba,14.0,1920x1080,Intel,8,256GB,Windows 10,91908.0,IPS Panel Full HD ,HD Graphics 520,Core i7 6600U 2.6GHz,SSD,48,619,199,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,170,809
Dell,15.6,1920x1080,Intel,8,256GB,Windows 7,56633.98,Full HD ,HD Graphics 520,Core i5 6300U 2.4GHz,SSD,301,619,677,508,Intel,0,0,1,0,43,1,0,0,0,0,0,0,0,0,0,170,809
HP,14.0,1920x1080,Intel,8,256GB,Windows 10,53839.97,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,279,619,199,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Lenovo,15.6,1920x1080,Intel,4,256GB,Windows 10,45128.16,IPS Panel Full HD ,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,301,375,677,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,170,809
Vero,14.0,1366x768,Intel,2,32GB,Windows 10,11231.42,Regular,HD Graphics 400,Atom X5-Z8350 1.44GHz,Flash Storage,4,22,199,45,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,34,282
Toshiba,15.6,1920x1080,Intel,16,256GB,Windows 10,75924.0,IPS Panel Full HD ,GeForce 930M,Core i7 6500U 2.5GHz,SSD,48,216,677,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,6,809
Lenovo,15.6,1920x1080,Intel,8,256GB,Windows 10,55922.69,Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,301,619,677,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
HP,14.0,1920x1080,Intel,4,500GB,Windows 10,53280.0,Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,HDD,279,375,199,132,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
HP,15.6,1920x1080,Intel,8,256GB,Windows 10,112065.96,Full HD ,HD Graphics 520,Core i5 6300U 2.4GHz,SSD +  500GB HDD,279,619,677,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
HP,14.0,1920x1080,Intel,8,256GB,Windows 7,78268.32,Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,279,619,199,508,Intel,0,0,1,0,43,1,0,0,0,0,0,0,0,0,0,170,809
MSI,17.3,1920x1080,Intel,16,256GB,Windows 10,82351.7,IPS Panel Full HD ,GeForce GTX 980M,Core i7 6820HK 2.7GHz,SSD +  1TB HDD,59,216,171,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,10,809
Lenovo,17.3,1920x1080,Intel,16,128GB,Windows 10,122010.67,IPS Panel Full HD ,GeForce GTX 980M,Core i7 6700HQ 2.6GHz,SSD +  1TB HDD,301,216,171,177,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,10,809
Asus,11.6,1366x768,Intel,4,16GB,Chrome OS,15339.31,Regular,HD Graphics 400,Celeron Dual Core N3060 1.6GHz,Flash Storage,160,375,33,10,Intel,0,0,1,0,27,0,0,0,0,0,0,0,0,1,0,34,282
Lenovo,14.0,2560x1440,Intel,16,256GB,Windows 7,139593.6,IPS Panel ,HD Graphics 520,Core i7 6600U 2.6GHz,SSD,301,216,199,508,Intel,0,0,1,0,43,0,1,0,0,0,0,0,0,0,0,170,27
HP,15.6,1920x1080,Intel,8,1TB,Windows 10,52161.12,IPS Panel Full HD ,GeForce 940MX,Core i7 7500U 2.7GHz,HDD,279,619,677,260,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,38,809
Dell,15.6,1920x1080,Intel,8,256GB,Windows 10,58288.32,IPS Panel Full HD ,HD Graphics 620,Core i5 7200U 2.7GHz,SSD,301,619,677,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
HP,15.6,1366x768,Intel,4,256GB,Windows 10,52161.12,Regular,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,279,375,677,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Dell,13.3,3200x1800,Intel,16,1TB,Windows 10,120093.12,Quad HD,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,301,216,164,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,1,0,0,270,27
HP,15.6,1366x768,Intel,4,500GB,Windows 10,37570.39,Regular,HD Graphics 520,Core i3 6100U 2.3GHz,HDD,279,375,677,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
Acer,15.6,1366x768,AMD,8,1TB,Windows 10,23922.72,Regular,Radeon R5,A8-Series 7410 2.2GHz,HDD,107,619,677,260,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,11,282
Dell,13.3,1920x1080,Intel,12,256GB,Windows 10,69210.72,IPS Panel Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,301,25,164,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,270,809
MSI,15.6,1920x1080,Intel,16,256GB,Windows 10,96916.32,Full HD ,GeForce GTX 1060,Core i7 6700HQ 2.6GHz,SSD +  1TB HDD,59,216,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,45,809
HP,15.6,1920x1080,Intel,8,256GB,Windows 10,57009.6,Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,279,619,677,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Dell,15.6,1920x1080,Intel,4,1TB,Windows 10,29783.52,Full HD ,HD Graphics,Core i5 7200U 2.5GHz,HDD,301,375,677,260,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,29,809
Dell,15.6,1920x1080,Intel,16,2TB,Windows 10,52746.67,Full HD ,Radeon R7 M445,Core i7 7500U 2.7GHz,HDD,301,216,677,21,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,14,809
MSI,15.6,1920x1080,Intel,16,256GB,Windows 10,102777.12,Full HD ,GeForce GTX 1060,Core i7 6700HQ 2.6GHz,SSD +  1TB HDD,59,216,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,45,809
Dell,13.3,1920x1080,Intel,8,256GB,Windows 10,77682.24,Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Asus,17.3,1920x1080,Intel,64,1TB,Windows 10,211788.0,IPS Panel Full HD ,GeForce GTX 980 ,Core i7 6820HK 2.7GHz,SSD,160,1,171,260,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,1,809
Dell,13.3,1920x1080,Intel,8,256GB,Windows 10,42517.97,Full HD ,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
Dell,15.6,3840x2160,Intel,16,256GB,Windows 10,70809.12,Regular,GeForce GTX 970M,Core i7 6700HQ 2.6GHz,SSD +  1TB HDD,301,216,677,508,Nvidia,0,0,0,1,1065,0,0,0,0,0,0,0,0,1,0,5,43
Apple,12.0,2304x1440,Intel,8,256GB,Mac OS X,69264.0,IPS Panel Retina Display ,HD Graphics 515,Core M 1.1GHz,Flash Storage,21,619,6,508,Intel,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,15,6
Dell,15.6,1366x768,Intel,4,500GB,Windows 10,25679.89,Regular,HD Graphics 520,Core i3 6100U 2.3GHz,HDD,301,375,677,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
HP,15.6,1366x768,Intel,4,500GB,Windows 10,63882.72,Regular,HD Graphics 520,Core i5 6200U 2.3GHz,HDD,279,375,677,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
HP,12.5,1920x1080,Intel,8,256GB,Windows 7,63882.72,Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,279,619,39,508,Intel,0,0,1,0,43,1,0,0,0,0,0,0,0,0,0,170,809
HP,13.3,1920x1080,Intel,8,256GB,Windows 10,58075.2,Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,279,619,164,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Lenovo,12.5,1920x1080,Intel,8,256GB,Windows 10,91294.75,IPS Panel Full HD ,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,301,619,39,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,170,809
Lenovo,15.6,1920x1080,Intel,4,1TB,Windows 10,52054.56,IPS Panel Full HD ,GeForce GTX 950M,Core i5 6300HQ 2.3GHz,HDD,301,375,677,260,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,5,809
MSI,17.3,1920x1080,Intel,16,256GB,Windows 10,133146.72,Full HD ,GeForce GTX 1070,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,59,216,171,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,30,809
Lenovo,15.6,1366x768,Intel,4,500GB,Windows 10,28771.2,Regular,HD Graphics 520,Core i5 6200U 2.3GHz,HDD,301,375,677,132,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
HP,15.6,1920x1080,Intel,4,500GB,Windows 7,50083.2,Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,HDD,279,375,677,132,Intel,0,0,1,0,43,1,0,0,0,0,0,0,0,0,0,170,809
Lenovo,12.5,2560x1440,Intel,8,512GB,Windows 10,74538.72,IPS Panel Touchscreen ,HD Graphics 515,Core M 6Y75 1.2GHz,SSD,301,619,39,145,Intel,0,0,1,0,1065,0,0,0,0,0,1,0,0,0,0,15,27
Lenovo,17.3,1920x1080,Intel,32,512GB,Windows 10,172627.2,IPS Panel Full HD ,GeForce GTX 980M,Core i7 6820HK 2.7GHz,SSD +  1.0TB Hybrid,301,31,171,145,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,10,809
Lenovo,10.1,1920x1200,Intel,4,64GB,Windows 10,34433.27,IPS Panel Touchscreen ,HD Graphics 400,Atom x5-Z8550 1.44GHz,Flash Storage,301,375,4,17,Intel,0,0,1,0,1065,0,0,0,0,0,1,0,0,0,0,34,5
HP,13.3,3840x2160,Intel,16,512GB,Windows 10,109170.72,IPS Panel ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,279,216,164,145,Intel,0,0,1,0,1065,0,1,0,0,0,0,0,0,0,0,270,43
Dell,15.6,1920x1080,Intel,8,256GB,Windows 10,39960.0,Full HD ,HD Graphics 620,Core i5 7200U 2.5GHz,SSD,301,619,677,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
HP,14.0,1920x1080,Intel,4,500GB,Windows 7,54931.15,Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,HDD,279,375,199,132,Intel,0,0,1,0,43,1,0,0,0,0,0,0,0,0,0,170,809
HP,15.6,1920x1080,Intel,8,256GB,Windows 7,79653.6,Full HD ,FirePro W4190M,Core i7 6500U 2.5GHz,SSD,279,619,677,508,Amd,1,0,0,0,43,1,0,0,0,0,0,0,0,0,0,1,809
Lenovo,14.0,1920x1080,Intel,8,180GB,Windows 7,63882.72,Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,301,619,199,5,Intel,0,0,1,0,43,1,0,0,0,0,0,0,0,0,0,170,809
HP,13.3,3200x1800,Intel,4,32GB,Chrome OS,32767.2,Quad HD,HD Graphics 515,Pentium Dual Core 4405Y 1.5GHz,Flash Storage,279,375,164,45,Intel,0,0,1,0,27,0,0,0,0,0,0,0,1,0,0,15,27
Acer,15.6,1366x768,AMD,4,500GB,Windows 10,20619.36,Regular,Radeon R5,A8-Series 7410 2.2GHz,HDD,107,375,677,132,Amd,1,0,0,0,1065,0,0,0,0,0,0,0,0,1,0,11,282
Dell,15.6,1366x768,Intel,4,500GB,Linux,20965.15,Regular,HD Graphics,Pentium Quad Core N3700 1.6GHz,HDD,301,375,677,132,Intel,0,0,1,0,62,0,0,0,0,0,0,0,0,1,0,29,282
Asus,17.3,1920x1080,Intel,8,256GB,Windows 10,85194.72,IPS Panel Full HD ,GeForce GTX 1060,Core i7 7700HQ 2.8GHz,SSD +  1TB HDD,160,619,171,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,45,809
Dell,13.3,1920x1080,Intel,4,256GB,Windows 10,43601.69,IPS Panel Full HD ,Radeon 530,Core i5 8250U 1.6GHz,SSD,301,375,164,508,Amd,1,0,0,0,1065,0,0,1,0,0,0,0,0,0,0,41,809
HP,12.5,1366x768,Intel,4,128GB,Windows 7,85194.72,Regular,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,279,375,39,177,Intel,0,0,1,0,43,0,0,0,0,0,0,0,0,1,0,170,282
Acer,15.6,1920x1080,Intel,8,256GB,Windows 10,42570.72,Full HD ,GeForce GTX 950M,Core i5 7200U 2.5GHz,SSD +  1TB HDD,107,619,677,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,5,809
Dell,15.6,1920x1080,Intel,8,1TB,Windows 10,34035.26,Full HD ,Radeon R7 M445,Core i5 7200U 2.5GHz,HDD,301,619,677,260,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,14,809
MSI,17.3,1920x1080,Intel,8,256GB,Windows 10,85194.72,Full HD ,GeForce GTX 965M,Core i7 6700HQ 2.6GHz,SSD,59,619,171,508,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,3,809
HP,15.6,1366x768,Intel,4,1TB,Windows 10,26640.0,Regular,HD Graphics 405,Pentium Quad Core N3710 1.6GHz,HDD,279,375,677,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,8,282
Asus,17.3,1920x1080,Intel,16,128GB,Windows 10,122490.72,IPS Panel Full HD ,GeForce GTX 980M,Core i7 6700HQ 2.6GHz,SSD +  1TB HDD,160,216,171,177,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,10,809
Dell,12.5,1366x768,Intel,4,500GB,Windows 7,60480.79,Regular,HD Graphics 520,Core i3 6100U 2.3GHz,HDD,301,375,39,132,Intel,0,0,1,0,43,0,0,0,0,0,0,0,0,1,0,170,282
Dell,12.5,1366x768,Intel,4,128GB,Windows 7,62176.16,Regular,HD Graphics 520,Core i3 6100U 2.3GHz,SSD,301,375,39,177,Intel,0,0,1,0,43,0,0,0,0,0,0,0,0,1,0,170,282
Acer,15.6,1366x768,Intel,4,16GB,Chrome OS,11135.52,Regular,HD Graphics,Celeron Dual Core 3205U 1.5GHz,SSD,107,375,677,10,Intel,0,0,1,0,27,0,0,0,0,0,0,0,0,1,0,29,282
HP,17.3,1920x1080,Intel,8,1TB,Windows 7,154458.72,IPS Panel Full HD ,FirePro W6150M,Core i7 6700HQ 2.6GHz,HDD,279,619,171,260,Amd,1,0,0,0,43,0,0,1,0,0,0,0,0,0,0,1,809
Lenovo,15.6,1920x1080,Intel,16,512GB,Windows 10,63882.72,Full HD ,GeForce GTX 1050 Ti,Core i7 7700HQ 2.8GHz,SSD,301,216,677,145,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,27,809
Dell,12.5,1366x768,Intel,8,256GB,Windows 7,75289.97,Regular,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,301,619,39,508,Intel,0,0,1,0,43,0,0,0,0,0,0,0,0,1,0,170,282
MSI,17.3,1920x1080,Intel,8,128GB,Windows 10,80516.2,Full HD ,GeForce GTX 960M,Core i7 6700HQ 2.6GHz,SSD +  1TB HDD,59,619,171,177,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,14,809
Lenovo,15.6,1920x1080,Intel,4,256GB,Windows 10,46193.76,IPS Panel Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,301,375,677,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,170,809
HP,15.6,1920x1080,AMD,4,1TB,Windows 10,21205.44,Full HD ,Radeon R4,A6-Series 9220 2.5GHz,HDD,279,375,677,260,Amd,1,0,0,0,1065,1,0,0,0,0,0,0,0,0,0,3,809
Asus,15.6,1920x1080,Intel,16,128GB,Windows 10,71341.92,IPS Panel Full HD ,GeForce GTX 960M,Core i7 6700HQ 2.6GHz,SSD +  1TB HDD,160,216,677,177,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,14,809
HP,13.3,3200x1800,Intel,8,256GB,Windows 10,90522.72,Quad HD,HD Graphics 515,Core M 6Y54 1.1GHz,SSD,279,619,164,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,1,0,0,15,27
Dell,15.6,1366x768,Intel,4,500GB,Windows 7,40980.31,Regular,Radeon R5 M315,Core i5 6200U 2.3GHz,HDD,301,375,677,132,Amd,1,0,0,0,43,0,0,0,0,0,0,0,0,1,0,1,282
Lenovo,15.6,1366x768,Intel,4,128GB,Windows 10,22857.12,Regular,HD Graphics 520,Core i3 6006U 2.0GHz,SSD,301,375,677,177,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,170,282
HP,13.3,1920x1080,Intel,8,512GB,Windows 10,104908.32,Full HD ,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,279,619,164,145,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
Lenovo,10.1,1920x1200,Intel,4,64GB,Android,29250.72,IPS Panel Touchscreen ,HD Graphics 400,Atom x5-Z8550 1.44GHz,Flash Storage,301,375,4,17,Intel,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,34,5
Dell,13.3,1920x1080,Intel,8,256GB,Windows 10,73473.12,Full HD ,Iris Plus Graphics 640,Core i7 7560U 2.4GHz,SSD,301,619,164,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,8,809
Lenovo,17.3,1920x1080,Intel,16,256GB,Windows 10,146519.47,IPS Panel Full HD ,GeForce GTX 980M,Core i7 6820HK 2.7GHz,SSD +  1.0TB Hybrid,301,216,171,508,Nvidia,0,0,0,1,1065,0,0,1,0,0,0,0,0,0,0,10,809
Razer,12.5,3840x2160,Intel,8,256GB,Windows 10,54825.12,Touchscreen ,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,9,619,39,508,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,0,1,170,43
Toshiba,13.3,1920x1080,Intel,16,512GB,Windows 10,118601.28,Full HD ,HD Graphics 620,Core i7 7500U 2.7GHz,SSD,48,216,164,145,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,270,809
Asus,17.3,1920x1080,Intel,8,128GB,Windows 10,69929.47,Full HD ,GeForce GTX 960M,Core i7 6700HQ 2.6GHz,SSD +  1TB HDD,160,619,171,177,Nvidia,0,0,0,1,1065,1,0,0,0,0,0,0,0,0,0,14,809
Vero,13.3,1920x1080,Intel,4,32GB,Windows 10,10442.88,Full HD ,HD Graphics 400,Atom X5-Z8350 1.44GHz,Flash Storage,4,375,164,45,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,34,809
HP,13.3,1920x1080,Intel,8,256GB,Windows 10,90043.2,Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,279,619,164,508,Intel,0,0,1,0,1065,1,0,0,0,0,0,0,0,0,0,170,809
HP,14.0,1920x1080,Intel,8,256GB,Windows 7,80612.64,Full HD ,HD Graphics 520,Core i5 6200U 2.3GHz,SSD,279,619,199,508,Intel,0,0,1,0,43,1,0,0,0,0,0,0,0,0,0,170,809
Dell,15.6,1366x768,Intel,4,500GB,Linux,27899.01,Regular,HD Graphics 520,Core i5 6200U 2.3GHz,HDD,301,375,677,132,Intel,0,0,1,0,62,0,0,0,0,0,0,0,0,1,0,170,282
Asus,15.6,1366x768,Intel,4,1TB,Windows 10,23176.8,Regular,HD Graphics 620,Core i3 7100U 2.4GHz,HDD,160,375,677,260,Intel,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,270,282
Lenovo,14.0,1920x1080,Intel,8,256GB,Windows 10,88924.32,IPS Panel Full HD ,HD Graphics 520,Core i7 6500U 2.5GHz,SSD,301,619,199,508,Intel,0,0,1,0,1065,0,0,1,0,0,0,0,0,0,0,170,809
Lenovo,10.1,1920x1200,Intel,4,64GB,Windows 10,25521.12,IPS Panel Touchscreen ,HD Graphics 400,Atom x5-Z8550 1.44GHz,Flash Storage,301,375,4,17,Intel,0,0,1,0,1065,0,0,0,0,0,1,0,0,0,0,34,5
HP,12.5,1366x768,Intel,8,256GB,Windows 7,100965.6,Regular,HD Graphics 520,Core i5 6300U 2.4GHz,SSD,279,619,39,508,Intel,0,0,1,0,43,0,0,0,0,0,0,0,0,1,0,170,282
